PM2_5,NO2,CO,SO2,O3,AQI
25.52,28.22,0.54,3.16,37.92,69.0
47.82,8.05,0.66,9.18,19.54,121.0
51.74,48.99,1.42,11.73,21.01,140.0
85.7,54.68,1.49,11.42,60.57,230.0
115.41,62.58,0.96,14.29,50.09,278.0
35.13,32.08,1.11,8.41,31.24,123.0
68.55,11.44,0.8,5.95,8.99,199.0
12.51,6.6,0.86,9.47,28.28,53.0
23.84,40.65,0.01,3.75,15.1,94.0
13.17,18.01,0.49,3.5,16.11,48.0
69.73,36.05,0.53,5.9,50.27,122.0
106.06,75.76,1.78,12.97,49.1,231.0
11.98,37.86,0.95,19.13,67.74,135.0
78.4,37.32,0.91,14.56,50.02,183.0
97.75,49.32,0.95,31.16,63.15,275.0
68.84,49.3,0.85,9.02,48.76,138.0
127.32,25.0,0.68,7.29,45.76,531.0
14.29,7.76,0.37,5.52,35.27,55.0
28.69,46.76,0.41,11.71,32.48,81.0
77.43,40.68,0.65,17.41,104.11,220.0
64.42,34.78,0.15,5.81,50.16,145.0
81.4,20.5,0.12,15.24,127.09,184.0
236.67,71.63,2.97,20.12,45.98,433.0
119.05,21.97,1.06,10.15,7.86,211.0
74.94,44.31,1.33,7.32,27.59,138.0
13.71,10.58,0.82,6.95,19.47,74.0
28.23,12.66,0.62,12.42,73.94,120.0
11.82,11.63,0.09,5.31,31.88,53.0
8.4,30.36,0.57,14.32,26.69,68.0
83.3,58.28,1.71,11.53,32.19,173.0
65.1,39.7,0.92,9.12,43.58,132.0
116.68,31.45,1.84,7.49,21.47,184.0
190.33,47.28,1.83,18.87,73.16,345.0
44.66,39.76,0.58,5.76,31.15,80.0
20.24,27.59,0.38,6.29,19.98,47.0
26.85,8.06,0.41,9.02,27.54,67.0
164.39,41.17,10.32,4.85,42.05,353.0
67.07,42.75,0.83,5.88,27.28,156.0
163.35,64.25,1.45,27.79,52.91,327.0
123.46,44.28,1.22,15.38,28.15,275.0
59.21,37.75,0.81,7.18,41.34,132.0
30.49,33.41,0.77,15.85,14.54,87.0
15.22,7.09,0.36,3.48,20.16,47.0
74.26,43.49,0.83,11.73,48.36,146.0
41.83,36.44,0.6,6.0,21.97,78.0
60.62,0.38,0.85,7.45,109.06,148.0
242.58,42.92,2.75,10.66,33.28,449.0
41.89,33.42,0.78,8.26,48.44,85.0
37.13,18.82,0.49,4.19,33.93,70.0
52.77,39.21,0.87,30.83,70.49,160.0
38.0,20.45,0.49,6.38,26.93,102.0
29.56,21.1,0.37,5.41,31.69,69.0
25.74,11.44,0.52,19.32,36.58,54.0
38.88,13.17,0.5,2.5,37.25,133.0
11.33,11.33,0.82,8.85,43.02,44.0
17.31,46.38,0.06,10.87,36.63,82.0
109.17,10.06,0.99,8.87,24.24,262.0
19.23,16.82,0.39,1.72,23.86,46.0
67.07,42.71,0.71,9.52,45.11,121.0
58.41,16.29,0.86,6.69,17.61,126.0
57.67,27.12,0.81,16.32,40.36,111.0
28.18,22.57,0.48,4.59,32.53,77.0
165.76,70.14,1.77,24.22,68.58,312.0
10.12,17.97,0.44,2.34,21.18,33.0
84.93,30.5,1.28,19.43,46.04,178.0
23.59,11.22,0.66,10.23,14.59,85.0
67.16,70.94,1.46,18.95,34.74,133.0
63.35,38.09,0.49,42.96,75.33,104.0
135.46,67.15,1.08,16.33,121.45,309.0
64.23,22.13,0.01,2.07,9.64,149.0
67.01,59.8,0.98,14.75,40.56,174.0
62.27,24.76,9.29,10.91,31.08,287.0
83.78,44.68,1.78,12.98,37.24,200.0
14.82,16.19,0.28,11.93,19.58,51.0
43.05,43.5,0.97,7.8,46.9,111.0
14.91,13.2,0.6,11.72,31.17,57.0
23.03,24.44,0.38,8.87,17.03,69.0
70.09,60.24,1.04,5.11,17.25,132.0
27.67,19.27,0.44,4.86,39.38,91.0
22.74,27.25,0.34,5.19,18.53,59.0
222.81,48.18,1.93,12.24,27.6,359.0
139.88,79.5,1.84,16.98,57.76,262.0
6.92,17.19,0.13,4.03,42.25,63.0
49.45,13.0,0.65,5.64,23.2,74.0
16.36,24.01,0.57,16.12,11.16,65.0
35.24,46.12,0.5,10.84,42.3,101.0
79.52,14.89,1.26,17.09,61.51,176.0
101.05,62.84,1.86,21.74,69.14,237.0
38.07,12.39,0.68,9.82,33.3,95.0
96.96,53.88,1.07,13.97,58.67,254.0
24.29,13.45,0.97,14.1,47.86,81.0
16.47,15.7,0.48,10.49,35.86,66.0
69.37,60.4,1.25,9.4,23.56,168.0
35.99,10.24,0.52,18.21,51.81,65.0
28.33,26.0,0.78,9.77,23.21,91.0
28.86,16.27,0.61,9.63,15.11,50.0
48.66,8.7,0.57,8.52,31.15,128.0
37.8,33.16,0.49,5.89,22.58,94.0
74.48,61.53,1.63,15.19,55.95,230.0
23.14,23.73,0.11,6.94,38.06,62.0
115.08,53.85,1.56,21.69,50.26,220.0
19.57,7.72,0.34,5.99,64.58,103.0
10.1,13.33,0.87,9.24,20.67,66.0
34.18,20.48,0.43,3.51,42.74,103.0
168.16,46.49,1.31,15.29,62.16,310.0
40.88,30.3,0.42,7.14,23.53,81.0
284.18,64.36,2.01,12.61,44.13,471.0
34.09,12.16,0.36,5.3,33.42,65.0
81.56,18.27,0.72,10.34,29.31,174.0
63.62,41.23,1.2,13.38,32.03,104.0
61.68,81.21,1.6,25.38,40.32,108.0
32.39,28.74,0.81,10.43,26.11,80.0
145.27,39.11,1.11,3.59,15.1,304.0
155.2,45.14,1.4,7.94,56.12,284.0
29.71,26.24,0.62,10.14,20.75,86.0
120.31,44.9,1.18,12.74,22.82,285.0
204.08,61.34,1.78,17.76,37.13,370.0
37.62,38.69,0.89,6.32,17.01,126.0
43.66,34.52,0.99,13.09,51.47,125.0
27.87,20.98,0.63,8.38,10.97,74.0
47.3,20.22,0.64,22.25,68.43,133.0
56.51,46.84,0.55,14.29,36.66,120.0
98.05,48.83,1.26,10.64,33.47,242.0
62.55,79.24,1.98,3.1,17.4,127.0
13.7,9.13,0.36,5.45,27.12,42.0
27.5,10.97,0.43,15.86,16.11,55.0
31.95,24.79,0.63,5.62,20.13,87.0
68.03,68.69,1.54,18.4,67.78,137.0
143.25,52.5,1.47,14.52,46.16,274.0
63.75,42.48,0.64,5.28,38.6,110.0
100.48,69.61,1.41,14.54,75.43,178.0
26.46,42.8,1.24,15.85,15.7,97.0
25.9,4.75,0.44,15.09,17.33,72.0
47.37,30.94,0.68,5.25,30.96,107.0
74.06,35.65,0.83,6.01,162.33,233.0
146.53,29.28,1.31,3.88,15.18,317.0
137.42,29.16,0.33,9.36,37.98,246.0
80.23,44.53,0.79,10.51,32.58,158.0
13.46,11.57,0.36,4.07,19.12,47.0
63.99,14.49,0.72,14.19,43.47,100.0
31.54,56.78,0.16,5.59,93.07,165.0
39.28,29.29,0.48,4.23,24.04,68.0
31.84,50.11,0.88,5.06,33.86,96.0
52.8,40.23,0.67,10.17,28.71,103.0
70.2,21.96,0.47,17.86,99.99,152.0
45.17,15.42,1.24,9.78,12.48,109.0
57.31,10.01,0.59,13.92,7.19,157.0
35.28,42.02,0.95,14.92,17.79,104.0
30.39,38.65,0.86,38.41,42.86,93.0
131.98,20.28,2.83,15.63,23.9,298.0
45.24,17.9,0.63,5.22,16.48,85.0
38.49,33.43,0.41,10.07,36.84,108.0
91.07,24.28,10.64,4.68,25.83,200.0
130.41,52.7,1.3,11.64,25.58,334.0
50.23,25.29,0.42,4.35,36.53,119.0
16.5,16.99,0.4,7.93,17.16,54.0
68.53,61.52,0.04,23.68,37.99,134.0
55.1,48.47,0.64,12.56,27.57,104.0
28.02,27.55,0.56,30.78,43.62,147.0
144.62,52.85,1.81,14.06,33.42,301.0
65.61,43.19,0.56,11.81,34.95,140.0
13.78,19.42,0.07,2.33,53.33,103.0
15.53,6.83,0.32,7.69,20.39,52.0
24.15,5.21,0.37,3.71,38.48,74.0
28.37,16.36,0.63,8.45,43.57,118.0
63.76,42.98,7.16,13.98,61.86,257.0
31.8,28.23,0.83,11.6,15.0,91.0
75.32,16.27,0.88,3.91,73.51,202.0
49.31,41.02,0.61,9.03,18.52,112.0
170.81,50.88,1.51,33.5,67.84,376.0
25.06,21.85,0.35,5.29,25.8,60.0
24.75,15.01,0.36,4.34,33.89,60.0
39.48,33.82,1.03,8.08,32.66,108.0
24.5,7.64,0.38,6.8,42.03,65.0
32.56,15.14,0.68,11.94,49.04,110.0
20.89,38.54,0.61,22.45,24.42,69.0
64.85,30.29,0.77,7.15,52.79,158.0
24.71,21.28,0.5,3.24,16.55,51.0
43.96,9.93,0.6,8.46,43.35,70.0
10.31,25.22,0.62,16.24,22.99,70.0
116.68,40.15,0.95,13.47,146.19,299.0
46.22,44.16,0.77,7.39,53.02,111.0
74.3,8.61,0.61,5.77,38.82,127.0
26.23,20.68,0.7,9.99,12.16,62.0
16.27,13.5,0.37,3.39,17.83,46.0
41.75,12.43,0.73,7.32,6.54,112.0
131.39,59.52,5.84,21.5,73.72,375.0
73.15,63.11,1.1,12.81,47.04,158.0
31.79,10.25,0.4,2.38,19.31,76.0
33.25,45.37,1.0,8.79,18.38,81.0
182.78,58.08,1.93,16.14,32.85,338.0
25.95,14.3,0.08,11.39,13.14,48.0
152.91,44.64,1.49,21.35,53.16,315.0
30.27,8.1,0.46,18.14,16.87,74.0
78.36,33.76,0.74,5.66,36.66,159.0
48.29,27.81,0.72,9.88,47.78,121.0
11.71,18.31,0.53,3.39,10.42,36.0
50.41,25.6,0.69,11.81,33.46,111.0
61.48,51.82,0.06,19.33,26.72,151.0
44.1,45.35,1.03,24.17,25.85,104.0
8.32,5.94,0.28,3.71,17.86,32.0
20.12,13.94,0.43,5.41,30.44,64.0
9.3,7.36,0.35,5.75,25.04,37.0
55.88,22.79,0.33,8.94,43.05,164.0
35.56,31.15,0.57,4.93,22.48,162.0
6.85,1.52,0.46,13.29,18.07,68.0
8.42,14.05,0.11,6.96,14.28,49.0
133.8,46.74,1.3,13.2,52.23,284.0
62.22,44.38,1.03,3.05,28.63,138.0
16.71,9.17,0.2,12.02,27.44,67.0
39.85,24.68,0.57,7.04,28.78,84.0
217.87,40.15,9.78,5.82,28.96,353.0
18.83,16.93,0.4,2.92,14.54,47.0
24.62,19.02,0.77,9.95,47.48,129.0
73.92,43.28,0.32,19.13,11.34,146.0
35.8,16.11,0.62,12.83,39.73,66.0
16.85,14.22,0.36,6.88,40.43,59.0
23.99,16.64,0.51,5.01,46.14,68.0
47.01,36.96,1.17,37.63,49.99,108.0
159.64,51.19,1.27,11.34,21.99,335.0
17.97,26.02,0.28,6.88,15.88,42.0
63.22,15.96,1.11,7.79,8.1,132.0
70.53,57.59,1.26,11.98,19.29,163.0
54.71,45.3,1.28,3.14,20.21,134.0
178.68,50.75,1.34,17.83,33.12,329.0
85.12,46.28,0.11,23.38,40.55,158.0
31.25,9.89,0.66,6.54,20.19,64.0
135.68,48.14,1.62,14.17,26.51,186.0
85.85,27.96,1.19,9.74,73.01,134.0
105.88,31.67,0.26,7.6,30.89,253.0
72.26,65.02,0.81,14.12,34.93,146.0
21.22,12.12,0.45,18.25,31.33,52.0
19.51,13.01,0.65,15.46,29.36,48.0
65.76,33.21,0.95,8.58,59.9,272.0
39.39,10.47,0.43,9.23,23.02,127.0
108.47,87.42,1.7,13.74,31.71,226.0
41.91,48.49,0.11,10.89,36.62,126.0
82.66,14.0,0.85,17.11,56.49,168.0
39.47,24.28,0.59,4.32,48.05,105.0
178.08,54.75,1.52,15.02,57.13,341.0
64.09,24.01,0.59,5.25,20.95,126.0
51.64,41.97,0.68,16.68,17.12,110.0
97.57,60.09,1.47,8.57,13.82,218.0
47.64,41.75,0.74,6.36,50.85,103.0
167.01,44.61,11.26,7.77,27.62,341.0
246.46,57.53,2.01,13.22,28.75,432.0
15.48,9.15,0.58,15.88,39.82,55.0
57.05,57.39,0.93,19.4,33.06,158.0
31.59,20.49,0.39,5.37,18.33,53.0
63.52,64.9,1.63,14.27,46.2,126.0
57.13,51.31,0.71,6.7,32.58,115.0
97.31,41.7,1.36,14.94,71.5,368.0
94.44,42.16,1.04,15.05,31.33,320.0
22.83,20.58,0.46,11.21,42.44,129.0
57.79,51.13,0.51,12.56,40.88,124.0
17.75,37.94,0.87,2.76,22.24,53.0
17.79,16.25,0.62,10.42,26.08,86.0
109.6,62.05,1.36,17.96,25.07,227.0
25.77,27.27,0.36,6.61,13.63,72.0
13.65,12.65,0.3,7.33,14.41,32.0
30.77,10.03,0.48,16.2,13.5,113.0
35.33,44.35,0.84,5.07,25.24,81.0
75.82,40.8,1.04,19.26,41.35,162.0
252.47,0.64,1.08,6.0,31.4,216.0
71.19,55.17,1.57,6.8,56.32,107.0
32.79,17.4,0.4,9.21,31.25,97.0
50.27,22.83,0.69,22.77,24.11,113.0
83.87,20.0,0.59,5.99,25.88,189.0
64.44,40.33,0.56,9.45,28.65,130.0
24.33,8.17,0.37,6.88,38.78,59.0
73.88,10.48,0.68,6.57,93.14,157.0
56.99,48.0,0.85,8.18,48.94,123.0
14.63,13.14,0.21,12.8,30.67,60.0
53.5,55.26,0.73,19.3,51.25,106.0
71.26,51.8,1.05,3.22,16.1,110.0
68.43,27.59,1.52,12.64,23.09,147.0
40.35,23.26,0.98,10.05,16.28,126.0
72.98,53.95,0.72,15.99,36.63,148.0
30.43,33.1,0.11,7.39,23.15,64.0
30.83,8.14,0.75,12.05,18.98,100.0
95.72,59.32,1.62,26.58,57.54,257.0
152.02,33.1,1.47,11.1,8.52,296.0
33.02,19.44,0.75,5.84,89.53,130.0
30.15,29.19,0.57,35.88,34.91,98.0
67.62,49.83,1.14,9.75,51.78,132.0
45.0,4.13,0.9,7.43,23.34,116.0
80.88,31.01,0.7,6.09,32.79,176.0
21.07,32.55,0.11,6.32,13.82,66.0
27.94,16.38,0.41,6.28,31.58,56.0
42.14,28.15,0.46,8.89,31.4,86.0
31.11,9.13,0.24,4.81,10.51,59.0
354.56,65.77,2.33,15.58,94.42,561.0
84.08,50.36,0.9,10.47,52.91,147.0
32.84,22.79,0.5,4.82,18.94,70.0
42.33,40.05,1.09,13.23,11.31,90.0
23.92,10.22,0.51,21.06,11.71,47.0
18.92,24.24,0.3,8.15,13.97,54.0
36.33,42.43,0.96,27.76,10.36,91.0
78.54,46.02,0.68,3.7,26.83,149.0
27.23,23.96,0.53,11.3,15.79,75.0
26.84,21.67,0.41,4.3,26.6,59.0
13.22,22.74,0.25,6.07,20.08,68.0
20.93,10.91,0.41,12.81,22.15,41.0
118.6,42.52,1.44,16.25,28.33,251.0
101.79,44.43,0.74,19.0,39.23,112.0
27.04,11.81,0.44,7.47,40.16,95.0
21.88,12.43,0.71,13.58,14.99,76.0
46.76,11.33,0.78,7.99,10.35,112.0
84.99,71.78,1.39,15.58,47.94,143.0
39.07,17.1,0.8,11.68,55.92,174.0
61.71,37.42,0.68,7.74,84.67,112.0
28.51,17.18,0.6,10.84,39.47,78.0
25.98,13.27,0.4,5.23,28.79,54.0
34.67,10.5,0.73,21.96,31.75,98.0
45.93,47.25,0.57,14.12,29.11,116.0
21.76,28.49,0.71,4.05,8.68,71.0
81.86,47.15,1.18,17.56,57.41,217.0
361.98,48.25,1.88,14.63,45.0,424.0
47.48,51.33,0.83,20.42,24.56,121.0
118.17,121.38,1.25,39.68,21.18,298.0
131.76,36.51,8.18,4.85,21.7,262.0
238.69,96.62,2.87,25.59,101.68,392.0
53.48,23.58,1.09,7.53,62.71,97.0
29.79,29.89,0.42,9.62,13.8,72.0
38.14,7.91,0.58,6.54,31.2,148.0
24.77,25.56,0.5,3.73,39.44,69.0
12.82,18.34,0.41,3.91,25.8,49.0
81.64,83.44,1.58,12.92,43.18,159.0
151.19,29.61,1.89,8.14,31.48,328.0
22.29,10.98,0.32,4.82,25.52,60.0
209.7,99.06,2.55,13.77,53.31,378.0
94.78,65.46,1.52,8.7,11.2,235.0
16.23,22.56,0.76,8.91,11.86,69.0
55.53,12.2,0.54,7.43,33.11,99.0
114.86,24.2,0.84,8.94,155.27,274.0
45.58,45.59,1.03,15.64,24.76,105.0
7.02,24.67,0.56,23.0,26.63,48.0
118.34,56.85,1.39,11.49,42.73,208.0
59.91,24.37,0.81,15.59,44.16,134.0
171.47,39.83,1.28,7.0,23.8,321.0
63.51,38.43,1.38,1.44,55.05,147.0
76.81,28.99,0.19,11.7,35.79,151.0
61.21,38.37,1.02,14.43,38.39,207.0
71.44,19.87,1.21,8.01,51.86,159.0
65.23,42.18,0.95,3.66,32.99,160.0
111.2,48.81,1.36,17.54,28.81,281.0
51.9,41.35,0.16,8.48,49.08,123.0
146.1,33.22,2.91,6.23,27.76,323.0
94.49,38.54,1.03,11.47,40.95,189.0
37.06,10.67,0.69,2.64,19.63,129.0
24.22,4.33,0.5,7.19,24.36,69.0
65.12,2.69,1.37,6.6,36.69,111.0
56.64,58.35,1.01,16.25,36.12,128.0
65.33,42.02,0.45,35.56,74.13,147.0
177.32,35.89,1.24,11.55,30.88,338.0
6.63,18.22,0.59,19.71,21.31,42.0
148.73,56.43,1.92,12.76,50.59,315.0
71.57,39.99,0.09,16.82,80.3,136.0
162.48,54.51,1.96,12.61,60.56,332.0
112.86,32.71,10.15,19.48,38.45,309.0
72.71,28.31,0.85,9.67,84.34,169.0
96.45,71.77,0.91,16.0,22.52,242.0
58.05,3.46,1.35,10.15,31.12,125.0
63.02,40.79,1.41,9.95,49.9,142.0
93.43,28.7,0.01,5.36,14.99,140.0
53.33,17.19,0.76,13.83,53.63,114.0
14.63,18.29,0.38,6.15,20.87,44.0
45.77,35.7,0.15,8.68,62.1,150.0
71.24,28.97,1.21,4.35,76.59,121.0
71.3,38.76,0.85,5.83,28.08,154.0
62.87,41.39,0.74,4.21,29.75,123.0
37.31,18.78,0.75,10.47,43.73,87.0
78.22,10.03,0.62,11.43,27.0,160.0
16.31,20.7,0.27,6.36,17.31,41.0
50.27,34.29,1.09,10.5,56.29,142.0
38.73,16.17,0.62,17.41,35.62,51.0
34.17,39.57,0.66,11.66,18.37,101.0
111.57,47.45,1.17,10.68,26.19,241.0
23.0,46.21,0.07,3.71,14.74,49.0
63.39,15.36,0.71,12.64,48.1,97.0
202.83,59.06,2.2,15.47,37.6,366.0
104.11,6.84,0.82,10.29,18.17,231.0
72.41,55.39,1.03,11.62,50.17,146.0
96.34,33.78,0.92,10.78,27.01,273.0
89.9,26.19,0.1,19.37,128.73,191.0
38.43,32.19,0.74,16.06,46.73,141.0
47.15,59.46,1.41,6.3,54.57,110.0
28.76,22.06,0.56,6.02,24.02,58.0
32.51,23.19,0.45,6.32,37.5,89.0
76.45,58.72,0.77,16.64,36.6,157.0
9.63,12.29,0.38,10.93,16.26,29.0
14.18,10.29,0.77,6.3,22.14,65.0
76.99,29.87,0.97,9.64,29.84,300.0
125.53,59.91,1.39,23.01,42.7,292.0
216.53,57.27,1.94,18.74,72.82,377.0
58.44,21.88,0.89,15.78,53.95,139.0
40.21,8.52,0.92,3.09,31.63,125.0
82.5,38.31,0.96,13.25,33.55,169.0
29.85,8.92,0.57,9.33,15.45,54.0
30.88,17.28,0.98,11.21,11.83,94.0
9.83,35.58,0.07,5.53,23.2,73.0
32.57,25.25,0.83,5.81,45.54,93.0
66.74,34.14,1.02,7.65,64.55,161.0
32.85,18.01,0.66,4.79,16.48,83.0
79.81,27.44,0.33,13.91,38.67,183.0
28.75,12.33,0.4,6.67,28.26,66.0
40.0,13.18,0.64,15.3,51.95,72.0
45.99,25.32,0.03,2.85,8.68,98.0
27.01,22.14,0.48,2.91,19.56,61.0
14.85,25.75,0.37,4.89,14.19,75.0
36.02,17.97,0.73,13.6,73.11,140.0
50.22,9.25,0.79,7.02,41.45,115.0
15.44,4.94,0.86,2.45,29.02,72.0
53.11,33.27,0.83,10.45,39.58,170.0
46.59,26.75,0.96,7.26,66.3,76.0
249.95,84.89,2.64,33.72,115.45,439.0
31.38,25.18,0.7,11.21,24.58,113.0
74.37,39.21,0.66,5.55,37.84,146.0
60.57,30.6,0.84,12.68,40.26,134.0
49.12,32.85,1.15,10.64,35.11,129.0
61.94,41.41,1.23,8.91,21.09,140.0
22.41,5.76,0.71,5.35,49.78,70.0
27.56,36.82,0.0,2.83,5.6,83.0
46.69,48.29,0.81,9.21,21.8,136.0
25.36,9.85,0.65,12.42,11.47,44.0
24.0,21.8,0.25,8.15,14.47,56.0
56.27,27.67,0.48,8.28,32.11,104.0
85.67,20.64,0.95,32.97,47.84,177.0
58.56,46.54,0.64,10.8,21.39,118.0
73.08,39.89,1.61,9.05,40.16,156.0
36.48,18.8,0.69,7.53,34.92,124.0
11.36,16.73,0.4,2.49,14.48,34.0
89.26,32.3,0.89,7.28,22.0,231.0
26.64,36.51,0.88,9.97,27.98,81.0
92.36,53.86,1.24,18.07,42.49,221.0
170.28,61.67,2.08,16.24,92.96,392.0
29.9,10.11,0.38,12.04,52.47,103.0
35.92,11.83,0.47,16.2,42.11,74.0
38.87,24.08,0.58,6.81,45.87,98.0
46.9,5.96,0.73,10.67,16.13,104.0
39.81,18.58,0.44,13.03,51.98,122.0
10.63,7.78,0.46,25.19,24.48,35.0
19.01,24.21,0.45,3.25,25.75,86.0
16.99,9.48,0.55,11.19,41.25,55.0
17.54,9.58,0.42,20.69,28.25,40.0
115.05,51.46,1.29,14.2,52.29,277.0
64.38,60.39,0.64,31.07,67.2,162.0
38.67,22.81,0.66,12.63,22.9,88.0
22.96,26.62,0.64,7.11,11.66,60.0
29.71,31.86,0.83,5.47,27.82,73.0
16.54,5.14,0.34,5.28,25.14,48.0
26.17,36.98,0.76,14.9,8.75,85.0
35.04,27.41,0.8,11.14,31.96,106.0
24.53,12.04,0.32,10.59,34.92,72.0
21.77,15.13,0.17,5.32,32.76,70.0
78.63,38.44,0.7,4.59,30.22,161.0
90.22,57.85,1.3,10.54,12.6,226.0
112.35,67.12,1.09,10.66,49.58,184.0
29.03,3.97,0.6,14.87,38.8,82.0
32.36,10.18,0.3,7.66,16.87,73.0
37.05,56.87,0.71,39.68,28.0,118.0
51.22,21.49,0.67,20.19,36.26,70.0
15.76,19.03,1.36,9.46,23.34,89.0
60.71,41.76,1.47,8.78,28.17,149.0
114.92,55.04,1.47,8.3,41.27,276.0
83.63,41.4,0.99,6.64,35.29,181.0
83.76,29.6,1.71,13.79,22.94,171.0
52.43,40.08,0.51,7.34,16.1,130.0
11.79,10.8,0.14,5.22,33.43,63.0
34.81,14.44,0.77,13.0,44.47,82.0
67.18,18.74,0.1,10.49,81.47,141.0
19.45,9.54,0.58,16.2,31.44,48.0
50.39,61.21,0.84,25.54,16.02,131.0
50.81,13.18,1.33,9.26,41.84,118.0
27.85,39.62,0.58,3.7,8.23,67.0
93.97,56.55,1.35,19.81,53.31,216.0
63.93,16.48,1.11,6.07,36.32,117.0
37.51,23.73,0.88,3.31,8.22,83.0
17.19,21.01,0.28,6.02,15.47,42.0
76.81,44.67,0.68,10.6,34.26,159.0
56.77,30.92,0.67,13.6,59.48,143.0
181.62,65.87,2.59,15.89,32.33,374.0
73.48,59.43,0.77,8.85,43.73,142.0
35.52,27.77,0.91,8.55,28.58,83.0
10.24,11.32,0.37,6.43,21.22,47.0
14.03,25.45,0.45,18.94,34.87,59.0
62.95,36.7,0.01,5.91,16.61,125.0
154.64,63.57,1.47,17.4,56.22,318.0
23.12,24.2,0.52,23.46,56.71,65.0
46.38,20.15,1.74,16.06,13.89,142.0
72.41,8.09,0.65,10.83,47.88,137.0
111.24,79.61,0.92,19.05,119.87,276.0
42.25,13.34,0.83,6.52,75.27,90.0
26.88,28.32,0.11,10.13,24.73,52.0
28.77,12.31,0.72,4.02,13.14,186.0
61.66,32.11,0.64,4.65,31.2,108.0
128.78,69.77,1.98,22.77,40.32,310.0
35.36,55.75,0.53,11.76,15.52,92.0
42.54,9.85,0.42,9.32,17.13,94.0
138.49,42.41,1.24,14.2,40.74,302.0
47.82,16.99,0.66,5.07,60.2,96.0
35.02,38.7,0.55,12.02,13.41,125.0
91.39,54.18,0.9,16.7,56.56,171.0
311.03,85.14,3.11,17.81,39.78,482.0
84.85,36.15,0.75,13.54,28.26,155.0
61.52,33.07,0.8,8.7,71.8,87.0
22.15,12.55,0.83,21.92,29.65,76.0
60.61,49.44,0.0,6.68,53.25,113.0
41.63,30.7,0.58,4.37,27.83,86.0
144.33,74.13,3.2,17.75,67.9,330.0
38.73,14.94,0.56,9.09,17.84,94.0
26.89,15.32,0.53,11.04,27.38,76.0
31.92,34.59,0.48,15.3,20.82,95.0
79.19,63.74,1.14,10.11,47.69,169.0
55.2,40.49,0.74,9.55,36.1,114.0
109.46,61.03,1.27,18.52,42.93,307.0
7.73,9.4,0.38,9.64,14.02,26.0
34.45,32.28,0.0,3.49,5.19,81.0
105.93,40.1,1.54,14.75,38.13,217.0
95.72,41.59,0.95,16.49,36.8,279.0
69.65,26.1,0.77,8.16,92.94,152.0
61.99,40.34,0.91,10.41,90.05,122.0
37.21,10.97,0.56,14.45,17.0,77.0
57.7,54.46,0.99,11.25,38.93,122.0
96.85,32.62,1.13,9.91,30.02,237.0
55.84,34.26,0.51,12.79,34.42,112.0
40.19,10.71,0.58,22.82,45.68,70.0
56.53,36.38,1.18,13.43,41.17,122.0
91.87,30.01,10.1,7.35,34.78,290.0
83.88,59.34,1.31,12.73,48.95,260.0
61.25,39.37,0.25,6.08,69.11,110.0
68.48,38.85,0.77,7.52,42.62,126.0
38.31,14.91,0.73,16.1,12.17,99.0
10.07,9.21,0.48,12.19,33.82,41.0
27.51,25.71,0.46,4.96,20.64,79.0
14.31,19.6,0.44,2.95,14.89,54.0
107.36,67.79,2.26,17.56,53.47,240.0
25.59,21.95,0.5,8.64,26.4,61.0
24.12,23.33,0.34,5.38,27.84,60.0
92.74,70.87,1.6,14.41,54.14,230.0
30.08,38.24,0.47,25.43,17.19,91.0
19.54,22.42,0.28,9.22,14.36,55.0
8.09,9.29,0.48,9.85,14.81,46.0
28.29,29.28,0.0,2.33,5.0,77.0
22.11,14.65,0.54,10.26,14.02,61.0
38.24,10.07,0.93,9.1,28.27,101.0
79.37,38.31,0.81,5.55,30.71,144.0
29.98,9.21,0.52,12.76,32.35,59.0
27.99,19.07,0.55,2.63,17.18,51.0
34.19,38.97,0.65,3.82,22.36,98.0
34.29,29.32,0.87,3.4,14.0,97.0
57.66,67.65,1.16,14.95,40.86,134.0
14.66,14.12,0.18,7.07,29.56,57.0
73.3,29.07,0.52,3.69,47.84,157.0
11.04,21.19,0.37,8.75,16.13,72.0
32.56,29.06,0.58,3.15,31.17,100.0
70.96,37.52,1.01,12.0,63.65,184.0
117.72,50.97,1.54,19.95,43.85,253.0
60.01,33.98,0.83,12.05,37.35,144.0
37.13,41.07,0.11,9.81,37.77,98.0
96.08,21.61,0.89,4.41,130.61,213.0
14.88,10.59,0.59,14.04,38.01,52.0
43.35,25.97,0.59,7.43,42.46,109.0
42.27,19.49,0.61,6.46,19.43,70.0
63.36,45.42,0.19,22.7,48.36,171.0
43.35,33.9,0.98,5.57,57.32,98.0
12.74,10.27,0.59,13.28,34.95,50.0
17.77,28.78,0.92,11.2,11.12,69.0
15.42,25.06,0.74,3.79,20.83,60.0
11.92,15.9,0.43,5.26,30.06,64.0
74.88,41.27,1.0,16.21,33.4,183.0
62.79,33.93,0.75,5.43,29.67,128.0
37.15,84.52,0.39,8.3,13.15,97.0
53.22,24.54,0.56,5.04,21.06,88.0
43.0,23.72,0.84,8.85,34.04,128.0
19.61,23.18,0.3,9.11,15.35,41.0
117.78,71.04,1.74,16.27,57.85,293.0
61.39,14.23,0.58,4.76,6.78,97.0
15.09,20.87,0.61,13.48,18.88,77.0
49.65,11.27,1.2,19.91,22.67,124.0
22.75,16.98,0.57,4.18,43.39,63.0
33.62,14.78,0.52,20.29,36.88,65.0
